id,country,gender,uid,group,join_dt,device,uid,dt,device,spent
1013748,ESP,,1013748,B,25/01/2023,I,,,,
1013749,DEU,,1013749,A,25/01/2023,A,,,,
1013750,USA,M,1013750,A,01/02/2023,A,,,,
1013751,TUR,F,1013751,A,26/01/2023,A,,,,
1013752,DEU,F,1013752,A,30/01/2023,A,,,,
1013753,BRA,O,1013753,B,31/01/2023,A,,,,
1013754,TUR,M,1013754,B,29/01/2023,A,,,,
1013755,USA,F,1013755,B,26/01/2023,A,,,,
1013756,BRA,M,1013756,B,01/02/2023,A,,,,
1013757,USA,M,1013757,B,25/01/2023,I,,,,
1013759,CAN,F,1013759,B,27/01/2023,I,,,,
1013760,ESP,M,1013760,B,28/01/2023,A,,,,
1013761,USA,F,1013761,B,27/01/2023,A,,,,
1013762,USA,M,1013762,B,27/01/2023,A,,,,
1013763,TUR,,1013763,A,28/01/2023,A,,,,
1013764,MEX,M,1013764,A,26/01/2023,I,,,,
1013765,GBR,F,1013765,A,28/01/2023,A,,,,
1013766,ESP,F,1013766,B,02/02/2023,A,,,,
1013767,USA,M,1013767,B,26/01/2023,I,,,,
1013768,FRA,F,1013768,A,03/02/2023,I,,,,
1013769,USA,M,1013769,B,28/01/2023,I,,,,
1013770,MEX,M,1013770,B,03/02/2023,I,,,,
1013771,USA,F,1013771,A,31/01/2023,A,,,,
1013772,USA,M,1013772,A,25/01/2023,A,,,,
1013773,BRA,M,1013773,A,29/01/2023,A,,,,
1013774,MEX,O,1013774,A,28/01/2023,I,,,,
1013775,DEU,F,1013775,A,27/01/2023,I,,,,
1013776,,F,1013776,A,02/02/2023,A,,,,
1013777,ESP,F,1013777,B,29/01/2023,A,,,,
1013778,BRA,M,1013778,B,30/01/2023,I,,,,
1013779,FRA,O,1013779,A,25/01/2023,I,,,,
1013780,BRA,M,1013780,A,27/01/2023,I,,,,
1013781,FRA,M,1013781,B,03/02/2023,I,,,,
1013782,USA,F,1013782,B,29/01/2023,I,,,,
1013783,BRA,M,1013783,A,27/01/2023,A,,,,
1013784,USA,F,1013784,A,04/02/2023,A,,,,
1013785,USA,M,1013785,B,26/01/2023,A,,,,
1013786,USA,F,1013786,B,29/01/2023,A,,,,
1013787,,M,1013787,B,25/01/2023,I,,,,
1013788,MEX,M,1013788,A,25/01/2023,A,,,,
1013789,BRA,M,1013789,B,29/01/2023,A,,,,
1013790,ESP,M,1013790,B,03/02/2023,I,,,,
1013791,TUR,M,1013791,B,27/01/2023,I,,,,
1013792,BRA,F,1013792,B,26/01/2023,I,,,,
1013794,USA,F,1013794,B,01/02/2023,A,,,,
1013795,USA,F,1013795,A,29/01/2023,I,,,,
1013796,CAN,F,1013796,B,29/01/2023,A,,,,
1013797,DEU,,1013797,B,28/01/2023,A,,,,
1013798,DEU,M,1013798,A,25/01/2023,A,,,,
1013799,BRA,F,1013799,A,26/01/2023,I,,,,
1013800,USA,O,1013800,B,01/02/2023,I,,,,
1013801,USA,M,1013801,A,31/01/2023,A,,,,
1013802,TUR,F,1013802,A,25/01/2023,A,,,,
1013803,BRA,F,1013803,B,28/01/2023,A,,,,
1013804,BRA,F,1013804,A,26/01/2023,A,,,,
1013805,BRA,M,1013805,B,01/02/2023,I,,,,
1013806,USA,,1013806,A,25/01/2023,I,,,,
1013807,GBR,,1013807,B,26/01/2023,I,,,,
1013808,MEX,,1013808,B,01/02/2023,A,,,,
1013809,TUR,M,1013809,B,31/01/2023,I,,,,
1013810,BRA,M,1013810,B,02/02/2023,A,,,,
1013811,USA,M,1013811,B,01/02/2023,I,,,,
1013812,USA,F,1013812,B,28/01/2023,I,,,,
1013813,DEU,F,1013813,A,25/01/2023,A,,,,
1013814,BRA,M,1013814,B,25/01/2023,A,,,,
1013815,AUS,M,1013815,A,28/01/2023,A,,,,
1013816,USA,F,1013816,A,31/01/2023,A,,,,
1013817,BRA,F,1013817,A,25/01/2023,I,,,,
1013818,GBR,M,1013818,B,30/01/2023,I,,,,
1013819,ESP,M,1013819,B,01/02/2023,A,,,,
1013820,USA,M,1013820,B,26/01/2023,A,,,,
1013821,USA,F,1013821,A,28/01/2023,I,,,,
1013822,BRA,F,1013822,B,28/01/2023,I,,,,
1013824,MEX,F,1013824,A,25/01/2023,I,,,,
1013825,USA,M,1013825,B,25/01/2023,A,,,,
1013826,USA,F,1013826,A,26/01/2023,A,,,,
1013827,USA,F,1013827,B,02/02/2023,A,,,,
1013828,DEU,F,1013828,B,02/02/2023,A,,,,
1013829,USA,M,1013829,A,25/01/2023,I,,,,
1013830,USA,,1013830,A,26/01/2023,A,,,,
1013831,USA,M,1013831,A,26/01/2023,A,,,,
1013832,MEX,F,1013832,A,29/01/2023,A,,,,
1013833,MEX,M,1013833,A,01/02/2023,A,,,,
1013834,BRA,M,1013834,A,25/01/2023,A,,,,
1013835,DEU,,1013835,A,25/01/2023,A,,,,
1013836,BRA,F,1013836,A,28/01/2023,A,,,,
1013837,USA,M,1013837,A,26/01/2023,I,,,,
1013838,ESP,F,1013838,A,02/02/2023,A,,,,
1013839,,M,1013839,B,26/01/2023,I,,,,
1013840,GBR,M,1013840,A,26/01/2023,I,,,,
1013841,ESP,F,1013841,A,25/01/2023,I,,,,
1013842,USA,M,1013842,B,26/01/2023,A,,,,
1013843,DEU,F,1013843,A,26/01/2023,I,,,,
1013844,USA,M,1013844,B,06/02/2023,A,,,,
1013845,USA,M,1013845,B,30/01/2023,A,,,,
1013847,USA,M,1013847,B,27/01/2023,I,,,,
1013848,FRA,M,1013848,B,29/01/2023,I,,,,
1013849,CAN,M,1013849,A,27/01/2023,A,,,,
1013850,TUR,F,1013850,B,25/01/2023,A,,,,
1013851,MEX,M,1013851,B,26/01/2023,A,,,,
1013852,GBR,,1013852,A,26/01/2023,A,,,,
1013854,TUR,M,1013854,B,26/01/2023,A,,,,
1013855,USA,M,1013855,A,27/01/2023,A,,,,
1013856,USA,F,1013856,A,28/01/2023,A,,,,
1013857,MEX,,1013857,B,27/01/2023,A,,,,
1013858,MEX,F,1013858,B,26/01/2023,I,,,,
1013859,ESP,F,1013859,B,28/01/2023,I,,,,
1013860,USA,O,1013860,A,27/01/2023,I,,,,
1013861,FRA,F,1013861,B,28/01/2023,I,,,,
1013862,USA,O,1013862,B,27/01/2023,I,,,,
1013864,USA,F,1013864,B,30/01/2023,A,,,,
1013865,TUR,F,1013865,A,06/02/2023,I,,,,
1013866,USA,,1013866,A,30/01/2023,A,,,,
1013867,USA,,1013867,A,31/01/2023,A,,,,
1013868,USA,F,1013868,B,06/02/2023,A,,,,
1013869,USA,F,1013869,B,29/01/2023,A,,,,
1013870,MEX,M,1013870,A,29/01/2023,A,,,,
1013871,USA,M,1013871,B,06/02/2023,A,,,,
1013872,USA,,1013872,A,25/01/2023,A,,,,
1013873,USA,,1013873,B,28/01/2023,A,,,,
1013874,TUR,F,1013874,B,26/01/2023,I,,,,
1013875,BRA,M,1013875,B,25/01/2023,I,,,,
1013876,MEX,M,1013876,B,30/01/2023,I,,,,
1013877,TUR,F,1013877,A,25/01/2023,A,,,,
1013879,TUR,M,1013879,A,25/01/2023,I,,,,
1013880,BRA,F,1013880,B,03/02/2023,I,,,,
1013881,USA,M,1013881,A,25/01/2023,A,,,,
1013882,BRA,M,1013882,B,30/01/2023,A,,,,
1013883,MEX,M,1013883,B,01/02/2023,I,,,,
1013884,USA,,1013884,B,25/01/2023,A,,,,
1013885,BRA,F,1013885,B,27/01/2023,A,,,,
1013886,BRA,F,1013886,A,05/02/2023,A,,,,
1013887,USA,F,1013887,B,27/01/2023,I,,,,
1013888,TUR,M,1013888,B,28/01/2023,I,,,,
1013889,USA,F,1013889,A,02/02/2023,A,,,,
1013890,AUS,M,1013890,A,26/01/2023,A,,,,
1013892,USA,M,1013892,B,30/01/2023,A,,,,
1013893,GBR,F,1013893,B,27/01/2023,A,,,,
1013894,DEU,M,1013894,A,28/01/2023,I,,,,
1013895,BRA,F,1013895,B,25/01/2023,A,,,,
1013896,GBR,F,1013896,B,29/01/2023,A,,,,
1013898,USA,M,1013898,B,04/02/2023,A,,,,
1013900,USA,O,1013900,B,29/01/2023,I,,,,
1013901,ESP,O,1013901,A,02/02/2023,I,,,,
1013902,MEX,M,1013902,B,06/02/2023,I,,,,
1013903,BRA,M,1013903,A,04/02/2023,I,,,,
1013904,BRA,M,1013904,A,03/02/2023,A,,,,
1013905,CAN,,1013905,B,30/01/2023,A,,,,
1013906,BRA,,1013906,A,27/01/2023,I,,,,
1013907,TUR,,1013907,B,31/01/2023,I,,,,
1013908,,M,1013908,B,25/01/2023,A,,,,
1013909,BRA,M,1013909,A,05/02/2023,I,,,,
1013910,USA,,1013910,B,29/01/2023,A,,,,
1013911,BRA,F,1013911,A,01/02/2023,I,,,,
1013912,BRA,F,1013912,A,27/01/2023,I,,,,
1013913,USA,F,1013913,B,26/01/2023,A,,,,
1013914,TUR,F,1013914,B,29/01/2023,I,,,,
1013915,USA,F,1013915,A,30/01/2023,A,,,,
1013916,BRA,M,1013916,B,05/02/2023,A,,,,
1013917,BRA,F,1013917,A,26/01/2023,A,,,,
1013918,MEX,M,1013918,A,25/01/2023,I,,,,
1013919,GBR,O,1013919,A,05/02/2023,A,,,,
1013920,GBR,M,1013920,A,25/01/2023,I,,,,
1013921,USA,M,1013921,B,26/01/2023,A,,,,
1013922,ESP,M,1013922,A,28/01/2023,I,,,,
1013923,ESP,F,1013923,B,25/01/2023,A,,,,
1013924,TUR,O,1013924,B,30/01/2023,I,,,,
1013925,BRA,M,1013925,A,25/01/2023,A,,,,
1013926,USA,M,1013926,B,28/01/2023,A,,,,
1013927,ESP,F,1013927,A,06/02/2023,A,,,,
1013928,USA,F,1013928,B,27/01/2023,A,,,,
1013929,DEU,M,1013929,B,28/01/2023,I,,,,
1013930,MEX,M,1013930,B,29/01/2023,A,,,,
1013931,USA,M,1013931,B,25/01/2023,I,,,,
1013932,USA,M,1013932,A,25/01/2023,A,,,,
1013933,TUR,M,1013933,B,30/01/2023,I,,,,
1013934,USA,,1013934,B,27/01/2023,A,,,,
1013935,BRA,F,1013935,A,26/01/2023,A,,,,
1013936,USA,F,1013936,A,02/02/2023,A,,,,
1013937,USA,F,1013937,A,26/01/2023,A,,,,
1013938,TUR,F,1013938,A,25/01/2023,A,,,,
1013939,BRA,M,1013939,B,02/02/2023,A,,,,
1013940,AUS,M,1013940,A,28/01/2023,A,,,,
1013941,FRA,M,1013941,A,05/02/2023,I,,,,
1013942,USA,F,1013942,B,03/02/2023,A,,,,
1013943,CAN,M,1013943,B,25/01/2023,A,,,,
1013945,MEX,F,1013945,A,25/01/2023,I,,,,
1013946,GBR,M,1013946,B,28/01/2023,A,,,,
1013947,MEX,M,1013947,B,31/01/2023,I,,,,
1013948,USA,,1013948,B,03/02/2023,A,,,,
1013949,MEX,F,1013949,A,02/02/2023,A,,,,
1013950,DEU,M,1013950,B,30/01/2023,I,,,,
1013952,AUS,F,1013952,B,29/01/2023,A,,,,
1013953,BRA,M,1013953,A,01/02/2023,A,,,,
1013954,USA,M,1013954,A,25/01/2023,I,,,,
1013955,AUS,F,1013955,B,27/01/2023,A,,,,
1013956,FRA,F,1013956,A,05/02/2023,I,,,,
1013957,DEU,M,1013957,A,25/01/2023,I,,,,
1013958,BRA,F,1013958,A,25/01/2023,A,,,,
1013959,BRA,F,1013959,B,28/01/2023,A,,,,
1013960,MEX,F,1013960,A,25/01/2023,A,,,,
1013961,BRA,,1013961,B,29/01/2023,A,,,,
1013962,USA,M,1013962,B,01/02/2023,A,,,,
1013963,USA,F,1013963,B,25/01/2023,A,,,,
1013964,TUR,F,1013964,A,26/01/2023,A,,,,
1013965,USA,F,1013965,A,27/01/2023,A,,,,
1013966,USA,M,1013966,B,04/02/2023,A,,,,
1013967,DEU,F,1013967,A,25/01/2023,A,,,,
1013968,USA,,1013968,A,03/02/2023,A,,,,
1013969,DEU,M,1013969,B,25/01/2023,I,,,,
1013970,ESP,F,1013970,A,25/01/2023,I,,,,
1013971,USA,F,1013971,A,01/02/2023,A,,,,
1013972,BRA,M,1013972,B,28/01/2023,A,,,,
1013973,USA,,1013973,A,02/02/2023,I,,,,
1013974,TUR,F,1013974,A,29/01/2023,I,,,,
1013975,USA,,1013975,A,27/01/2023,I,,,,
1013976,USA,M,1013976,A,25/01/2023,I,,,,
1013977,BRA,,1013977,A,30/01/2023,A,,,,
1013978,MEX,,1013978,B,06/02/2023,A,,,,
1013980,ESP,F,1013980,A,25/01/2023,A,,,,
1013981,USA,M,1013981,A,01/02/2023,I,,,,
1013982,BRA,F,1013982,B,25/01/2023,I,,,,
1013983,BRA,F,1013983,A,05/02/2023,A,,,,
1013984,USA,M,1013984,B,26/01/2023,A,,,,
1013985,USA,,1013985,A,01/02/2023,A,,,,
1013986,FRA,F,1013986,A,06/02/2023,I,,,,
1013987,DEU,F,1013987,B,27/01/2023,A,,,,
1013988,BRA,M,1013988,A,02/02/2023,A,,,,
1013989,BRA,F,1013989,B,26/01/2023,I,,,,
1013990,BRA,M,1013990,A,25/01/2023,I,,,,
1013991,GBR,F,1013991,B,25/01/2023,A,,,,
1013992,FRA,F,1013992,A,02/02/2023,A,,,,
1013993,USA,M,1013993,B,04/02/2023,A,,,,
1013994,AUS,M,1013994,B,04/02/2023,A,,,,
1013996,MEX,M,1013996,A,27/01/2023,I,,,,
1013997,GBR,F,1013997,A,28/01/2023,A,,,,
1013998,BRA,F,1013998,B,04/02/2023,I,,,,
1013999,BRA,M,1013999,A,30/01/2023,A,,,,
1014000,GBR,M,1014000,B,04/02/2023,I,,,,
1014001,BRA,F,1014001,A,25/01/2023,A,,,,
1014002,USA,M,1014002,B,25/01/2023,I,,,,
1014003,DEU,F,1014003,B,25/01/2023,I,,,,
1014004,ESP,M,1014004,B,28/01/2023,I,,,,
1014005,CAN,F,1014005,A,02/02/2023,A,,,,
1014006,MEX,F,1014006,A,30/01/2023,A,,,,
1014007,MEX,F,1014007,B,02/02/2023,A,,,,
1014008,DEU,M,1014008,A,28/01/2023,A,,,,
1014009,AUS,M,1014009,B,28/01/2023,A,,,,
1014010,DEU,M,1014010,B,03/02/2023,A,,,,
1014012,USA,M,1014012,A,31/01/2023,A,,,,
1014013,MEX,M,1014013,B,26/01/2023,I,,,,
1014014,MEX,F,1014014,B,30/01/2023,A,,,,
1014015,USA,,1014015,B,06/02/2023,A,,,,
1014016,MEX,F,1014016,A,27/01/2023,A,,,,
1014017,BRA,,1014017,A,04/02/2023,I,,,,
1014018,BRA,,1014018,A,25/01/2023,I,,,,
1014019,ESP,M,1014019,A,28/01/2023,A,,,,
1014020,BRA,F,1014020,A,26/01/2023,I,,,,
1014021,USA,M,1014021,B,01/02/2023,A,,,,
1014022,DEU,,1014022,B,25/01/2023,A,,,,
1014023,USA,F,1014023,B,25/01/2023,A,,,,
1014024,USA,,1014024,A,25/01/2023,I,,,,
1014025,BRA,F,1014025,A,02/02/2023,A,,,,
1014026,GBR,M,1014026,A,29/01/2023,A,,,,
1014027,MEX,F,1014027,A,30/01/2023,A,,,,
1014028,MEX,F,1014028,B,26/01/2023,A,,,,
1014029,USA,M,1014029,A,30/01/2023,A,,,,
1014030,GBR,,1014030,B,25/01/2023,A,,,,
1014031,MEX,F,1014031,A,29/01/2023,I,,,,
1014032,DEU,M,1014032,B,25/01/2023,A,,,,
1014033,MEX,M,1014033,B,30/01/2023,A,,,,
1014034,BRA,M,1014034,A,25/01/2023,I,,,,
1014035,TUR,M,1014035,A,03/02/2023,A,,,,
1014036,BRA,M,1014036,A,25/01/2023,I,,,,
1014037,BRA,F,1014037,B,01/02/2023,A,,,,
1014038,USA,F,1014038,A,26/01/2023,I,,,,
1014040,,M,1014040,B,28/01/2023,I,,,,
1014041,DEU,F,1014041,A,02/02/2023,I,,,,
1014043,MEX,M,1014043,B,27/01/2023,A,,,,
1014044,USA,F,1014044,B,27/01/2023,A,,,,
1014045,TUR,M,1014045,B,27/01/2023,A,,,,
1014046,CAN,F,1014046,B,27/01/2023,A,,,,
1014047,MEX,,1014047,B,05/02/2023,A,,,,
1014048,CAN,O,1014048,A,25/01/2023,I,,,,
1014049,USA,,1014049,A,26/01/2023,A,,,,
1014050,GBR,M,1014050,B,26/01/2023,A,,,,
1014051,GBR,M,1014051,B,30/01/2023,A,,,,
1014052,BRA,M,1014052,B,29/01/2023,A,,,,
1014053,BRA,M,1014053,B,31/01/2023,I,,,,
1014055,BRA,M,1014055,A,27/01/2023,A,,,,
1014056,BRA,F,1014056,A,01/02/2023,A,,,,
1014057,DEU,M,1014057,B,25/01/2023,A,,,,
1014058,USA,F,1014058,A,29/01/2023,A,,,,
1014059,BRA,M,1014059,B,31/01/2023,A,,,,
1014060,ESP,M,1014060,B,28/01/2023,A,,,,
1014061,TUR,F,1014061,A,02/02/2023,I,,,,
1014062,BRA,F,1014062,A,28/01/2023,A,,,,
1014063,USA,F,1014063,A,27/01/2023,I,,,,
1014064,BRA,M,1014064,B,31/01/2023,I,,,,
1014065,DEU,F,1014065,A,25/01/2023,I,,,,
1014066,BRA,M,1014066,A,26/01/2023,A,,,,
1014067,BRA,F,1014067,B,25/01/2023,A,,,,
1014068,BRA,M,1014068,B,25/01/2023,A,,,,
1014069,TUR,M,1014069,A,01/02/2023,I,,,,
1014070,BRA,M,1014070,A,25/01/2023,I,,,,
1014071,MEX,M,1014071,A,25/01/2023,A,,,,
1014072,MEX,M,1014072,A,27/01/2023,I,,,,
1014073,MEX,,1014073,B,26/01/2023,A,,,,
1014075,USA,M,1014075,B,05/02/2023,I,,,,
1014076,BRA,F,1014076,A,02/02/2023,A,,,,
1014077,USA,O,1014077,B,03/02/2023,I,,,,
1014078,TUR,F,1014078,A,27/01/2023,A,,,,
1014079,GBR,M,1014079,B,27/01/2023,I,,,,
1014080,USA,F,1014080,A,25/01/2023,I,,,,
1014081,ESP,,1014081,A,31/01/2023,I,,,,
1014082,BRA,M,1014082,B,26/01/2023,A,,,,
1014083,MEX,M,1014083,B,26/01/2023,I,,,,
1014084,MEX,M,1014084,A,29/01/2023,A,,,,
1014085,USA,F,1014085,B,25/01/2023,A,,,,
1014086,CAN,M,1014086,A,28/01/2023,A,,,,
1014087,DEU,M,1014087,B,29/01/2023,I,,,,
1014088,BRA,,1014088,B,29/01/2023,A,,,,
1014089,USA,F,1014089,A,05/02/2023,I,,,,
1014090,MEX,,1014090,A,27/01/2023,A,,,,
1014091,BRA,F,1014091,A,31/01/2023,A,,,,
1014092,USA,F,1014092,B,29/01/2023,A,,,,
1014093,TUR,F,1014093,A,26/01/2023,A,,,,
1014094,AUS,,1014094,B,28/01/2023,I,,,,
1014095,USA,,1014095,B,26/01/2023,A,,,,
1014096,USA,O,1014096,A,26/01/2023,A,,,,
1014097,USA,M,1014097,A,26/01/2023,A,,,,
1014098,MEX,F,1014098,B,27/01/2023,A,,,,
1014099,FRA,F,1014099,B,28/01/2023,I,,,,
1014100,CAN,M,1014100,B,25/01/2023,I,,,,
1014101,USA,F,1014101,B,25/01/2023,I,,,,
1014102,TUR,F,1014102,B,25/01/2023,I,,,,
1014103,TUR,M,1014103,B,25/01/2023,A,,,,
1014104,DEU,O,1014104,B,25/01/2023,I,,,,
1014105,USA,F,1014105,A,27/01/2023,A,,,,
1014106,USA,M,1014106,A,31/01/2023,I,,,,
1014107,TUR,M,1014107,A,25/01/2023,A,,,,
1014108,FRA,F,1014108,B,27/01/2023,I,,,,
1014109,BRA,,1014109,A,02/02/2023,A,,,,
1014110,MEX,F,1014110,A,26/01/2023,A,,,,
1014111,BRA,F,1014111,B,31/01/2023,A,,,,
1014112,USA,M,1014112,A,04/02/2023,A,,,,
1014113,USA,F,1014113,B,30/01/2023,A,,,,
1014114,USA,,1014114,B,25/01/2023,A,,,,
1014115,DEU,M,1014115,A,29/01/2023,A,,,,
1014116,USA,M,1014116,A,26/01/2023,A,,,,
1014117,USA,F,1014117,A,25/01/2023,I,,,,
1014118,MEX,O,1014118,B,01/02/2023,A,,,,
1014119,BRA,F,1014119,A,28/01/2023,A,,,,
1014120,BRA,M,1014120,B,27/01/2023,A,,,,
1014121,MEX,M,1014121,A,25/01/2023,A,,,,
1014122,TUR,,1014122,B,30/01/2023,A,,,,
1014123,MEX,F,1014123,B,01/02/2023,A,,,,
1014124,BRA,F,1014124,B,26/01/2023,A,,,,
1014125,AUS,M,1014125,B,26/01/2023,A,,,,
1014126,USA,M,1014126,B,02/02/2023,A,,,,
1014127,MEX,F,1014127,B,28/01/2023,I,,,,
1014128,MEX,M,1014128,B,25/01/2023,I,,,,
1014129,USA,M,1014129,B,25/01/2023,I,,,,
1014130,DEU,M,1014130,B,26/01/2023,I,,,,
1014131,CAN,M,1014131,B,25/01/2023,I,,,,
1014132,USA,M,1014132,A,05/02/2023,A,,,,
1014133,USA,M,1014133,A,26/01/2023,I,,,,
1014134,BRA,M,1014134,A,26/01/2023,A,,,,
1014135,USA,,1014135,A,01/02/2023,A,,,,
1014136,FRA,F,1014136,A,04/02/2023,A,,,,
1014137,ESP,M,1014137,B,02/02/2023,A,,,,
1014138,MEX,M,1014138,B,25/01/2023,A,,,,
1014139,BRA,,1014139,B,26/01/2023,A,,,,
1014140,DEU,F,1014140,B,26/01/2023,,,,,
1014141,BRA,F,1014141,B,28/01/2023,A,,,,
1014142,TUR,F,1014142,A,04/02/2023,I,,,,
1014143,BRA,M,1014143,A,27/01/2023,A,,,,
1014144,USA,M,1014144,A,01/02/2023,I,,,,
1014145,DEU,O,1014145,A,28/01/2023,A,,,,
1014146,USA,F,1014146,B,30/01/2023,I,,,,
1014148,GBR,,1014148,B,26/01/2023,I,,,,
1014149,USA,F,1014149,B,26/01/2023,A,,,,
1014152,AUS,F,1014152,A,25/01/2023,A,,,,
1014153,MEX,M,1014153,B,25/01/2023,I,,,,
1014154,BRA,M,1014154,B,26/01/2023,A,,,,
1014155,AUS,M,1014155,A,06/02/2023,I,,,,
1014156,DEU,M,1014156,B,26/01/2023,A,,,,
1014157,USA,,1014157,A,28/01/2023,A,,,,
1014158,MEX,,1014158,A,27/01/2023,A,,,,
1014159,USA,M,1014159,B,25/01/2023,A,,,,
1014160,BRA,F,1014160,B,26/01/2023,A,,,,
1014161,USA,,1014161,B,28/01/2023,A,,,,
1014162,CAN,M,1014162,A,27/01/2023,A,,,,
1014164,USA,F,1014164,B,28/01/2023,A,,,,
1014165,USA,F,1014165,B,06/02/2023,A,,,,
1014166,MEX,F,1014166,B,30/01/2023,A,,,,
1014167,CAN,M,1014167,B,25/01/2023,A,,,,
1014169,DEU,F,1014169,A,26/01/2023,A,,,,
1014170,,,1014170,A,28/01/2023,A,,,,
1014171,DEU,M,1014171,A,28/01/2023,I,,,,
1014172,USA,F,1014172,A,29/01/2023,A,,,,
1014173,BRA,F,1014173,A,27/01/2023,A,,,,
1014174,BRA,O,1014174,B,29/01/2023,I,,,,
1014175,CAN,F,1014175,B,25/01/2023,A,,,,
1014176,DEU,M,1014176,B,27/01/2023,A,,,,
1014177,USA,M,1014177,B,31/01/2023,A,,,,
1014178,AUS,F,1014178,B,26/01/2023,A,,,,
1014179,TUR,F,1014179,B,26/01/2023,I,,,,
1014180,USA,M,1014180,A,26/01/2023,A,,,,
1014181,TUR,M,1014181,A,25/01/2023,A,,,,
1014182,USA,M,1014182,B,02/02/2023,I,,,,
1014184,MEX,M,1014184,A,03/02/2023,I,,,,
1014185,USA,,1014185,A,27/01/2023,A,,,,
1014186,DEU,,1014186,B,31/01/2023,I,,,,
1014187,CAN,M,1014187,B,27/01/2023,I,,,,
1014188,AUS,M,1014188,A,25/01/2023,A,,,,
1014189,BRA,M,1014189,A,03/02/2023,A,,,,
1014190,USA,M,1014190,A,26/01/2023,I,,,,
1014192,USA,F,1014192,A,29/01/2023,A,,,,
1014193,,F,1014193,B,25/01/2023,A,,,,
1014194,USA,F,1014194,B,29/01/2023,A,,,,
1014195,USA,M,1014195,A,29/01/2023,I,,,,
1014196,TUR,M,1014196,A,27/01/2023,I,,,,
1014197,DEU,M,1014197,A,30/01/2023,A,,,,
1014198,MEX,F,1014198,B,25/01/2023,A,,,,
1014199,MEX,M,1014199,A,27/01/2023,A,,,,
1014200,GBR,,1014200,B,29/01/2023,A,,,,
1014201,USA,F,1014201,B,03/02/2023,A,,,,
1014202,BRA,M,1014202,B,29/01/2023,I,,,,
1014203,AUS,O,1014203,A,25/01/2023,I,,,,
1014204,TUR,F,1014204,A,01/02/2023,A,,,,
1014205,DEU,M,1014205,B,30/01/2023,A,,,,
1014206,USA,M,1014206,A,28/01/2023,I,,,,
1014207,USA,F,1014207,B,25/01/2023,I,,,,
1014208,USA,F,1014208,B,26/01/2023,I,,,,
1014209,USA,M,1014209,A,30/01/2023,A,,,,
1014210,USA,F,1014210,A,25/01/2023,A,,,,
1014211,BRA,F,1014211,A,28/01/2023,A,,,,
1014212,USA,F,1014212,A,25/01/2023,I,,,,
1014213,USA,,1014213,A,26/01/2023,I,,,,
1014214,MEX,M,1014214,B,26/01/2023,I,,,,
1014215,BRA,M,1014215,B,28/01/2023,I,,,,
1014216,DEU,F,1014216,A,01/02/2023,A,,,,
1014217,MEX,M,1014217,A,27/01/2023,I,,,,
1014218,BRA,F,1014218,B,27/01/2023,A,,,,
1014219,FRA,F,1014219,B,26/01/2023,I,,,,
1014220,GBR,,1014220,A,27/01/2023,A,,,,
1014221,ESP,F,1014221,A,28/01/2023,I,,,,
1014222,USA,F,1014222,B,25/01/2023,A,,,,
1014223,FRA,,1014223,B,29/01/2023,I,,,,
1014225,TUR,M,1014225,B,26/01/2023,I,,,,
1014226,MEX,M,1014226,B,05/02/2023,A,,,,
1014227,GBR,M,1014227,B,30/01/2023,A,,,,
1014228,USA,M,1014228,A,02/02/2023,I,,,,
1014229,BRA,M,1014229,B,26/01/2023,A,,,,
1014230,USA,F,1014230,A,02/02/2023,I,,,,
1014231,GBR,M,1014231,B,31/01/2023,A,,,,
1014232,MEX,M,1014232,A,06/02/2023,A,,,,
1014233,,O,1014233,A,25/01/2023,A,,,,
1014235,MEX,M,1014235,A,28/01/2023,A,,,,
1014236,USA,O,1014236,B,25/01/2023,A,,,,
1014237,BRA,M,1014237,B,27/01/2023,A,,,,
1014238,GBR,,1014238,A,27/01/2023,A,,,,
1014239,BRA,F,1014239,B,29/01/2023,A,,,,
1014240,GBR,M,1014240,B,25/01/2023,A,,,,
1014241,TUR,F,1014241,A,27/01/2023,I,,,,
1014242,USA,M,1014242,A,26/01/2023,A,,,,
1014243,TUR,M,1014243,B,02/02/2023,A,,,,
1014244,TUR,F,1014244,B,27/01/2023,A,,,,
1014245,USA,,1014245,A,26/01/2023,I,,,,
1014246,USA,M,1014246,B,25/01/2023,A,,,,
1014247,DEU,F,1014247,A,25/01/2023,I,,,,
1014248,ESP,F,1014248,A,25/01/2023,A,,,,
1014249,BRA,M,1014249,A,29/01/2023,I,,,,
1014250,CAN,M,1014250,B,28/01/2023,I,,,,
1014251,BRA,M,1014251,B,25/01/2023,A,,,,
1014252,TUR,M,1014252,A,29/01/2023,I,,,,
1014253,BRA,F,1014253,B,06/02/2023,A,,,,
1014254,BRA,,1014254,B,03/02/2023,A,,,,
1014255,ESP,M,1014255,A,27/01/2023,A,,,,
1014256,USA,,1014256,A,01/02/2023,I,,,,
1014257,DEU,F,1014257,A,26/01/2023,A,,,,
1014258,GBR,M,1014258,B,29/01/2023,A,,,,
1014259,MEX,M,1014259,A,30/01/2023,A,,,,
1014260,FRA,F,1014260,B,26/01/2023,A,,,,
1014261,USA,M,1014261,B,29/01/2023,A,,,,
1014262,DEU,F,1014262,A,25/01/2023,A,,,,
1014263,MEX,F,1014263,B,06/02/2023,A,,,,
1014264,MEX,,1014264,B,04/02/2023,A,,,,
